"Entity"|"Parent"|"Alias: Default"|"Alias: Legacy"|"Valid For Consolidations"|"Data Storage"|"Two Pass Calculation"|"Description"|"Formula"|"Formula Description"|"UDA"|"Smart List"|"Data Type"|"Hierarchy Type"|"Enable for Dynamic Children"|"Number of Possible Dynamic Children"|"Access Granted to Member Creator"|"Allow Upper Level Entity Input"|"Process Management Enabled"|"UUID"|"Data Id"|"Old Name"|"Old Unique Name"|"Base Currency"|"Plan Type (BB_Plan)"|"Aggregation (BB_Plan)"|"Data Storage (BB_Plan)"|"Formula (BB_Plan)"|"Solve Order (BB_Plan)"|"Formula Description (BB_Plan)"|"Plan Type (BB_Rpt)"|"Aggregation (BB_Rpt)"|"Data Storage (BB_Rpt)"|"Formula (BB_Rpt)"|"Solve Order (BB_Rpt)"|"Formula Description (BB_Rpt)"|"Plan Type (E_Curve)"|"Aggregation (E_Curve)"|"Data Storage (E_Curve)"|"Formula (E_Curve)"|"Solve Order (E_Curve)"|"Formula Description (E_Curve)"|"Plan Type (BB_Cash)"|"Aggregation (BB_Cash)"|"Data Storage (BB_Cash)"|"Formula (BB_Cash)"|"Solve Order (BB_Cash)"|"Formula Description (BB_Cash)"|"Bonding"|"Consult Job"|"Contract Role"|"Contract Type"|"External Joint Venture"|"Green Builder"|"Facility Type"|"Internal Job Flag"|"Internal Joint Venture"|"Job Status"|"Procurement"|"Sector"|"State"|"Wrap"|"UK Industry"|"Original Projection"|"Complex Job Flag"|"Federal Flag"|"BIM Flag"|"Renovation Flag"|"Special Project Flag"|"Interior Flag"|"Enabling Function"|"Company External Joint Venture"|"Company Equity Joint Venture"|"Operation"
"JB_17464000"|"MG_Office_523"|"MORRIS SOUTH REFRESH (17464000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"b6fbb561-e893-4d59-a113-f574f84edb6f"|"3079650429655"|"JB_17464000"|"[MG_Office_523].[JB_17464000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"CM AT RISK"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"COMPLETE"|"NEGOTIATED"|"PRIVATE SECTOR"|"NC"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|""|""|""|""|""|""|""
"JB_17465000"|"MG_Office_523"|"WELLS FARGO- FORT MILL PRECON (17465000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"bee4ca2f-6393-47d4-a115-3d5aebbf464d"|"3697390060716119"|"JB_17465000"|"[MG_Office_523].[JB_17465000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"COST PLUS GMP"|"NOT EXT JV"|"GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"COMPLETE"|"NEGOTIATED"|"PRIVATE SECTOR"|"SC"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|"Renovation"|""|""|""|""|""|""
"JB_17469000"|"MG_Office_523"|"PANORAMA TOWER-LVL 10 CORRIDO (17469000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"46e70535-27ed-4070-88c4-4b446be0811c"|"4283005430350827"|"JB_17469000"|"[MG_Office_523].[JB_17469000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"CM AT RISK"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"HOSPITALITY"|"NOT INTERNAL JOB"|"NOT INT JV"|"ACTIVE"|"NEGOTIATED"|"PRIVATE SECTOR"|"NC"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|""|""|""|""|""|""|""
"JB_17471000"|"MG_Office_523"|"BRIGHTMORE RE-FRESH (17471000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"c509f2b9-e3ba-4c85-9c2d-0274fe58ddac"|"987783784056759"|"JB_17471000"|"[MG_Office_523].[JB_17471000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"MULTI FAMILY"|"NOT INTERNAL JOB"|"NOT INT JV"|"SUBSTANTIALLY COMPLETE"|"NEGOTIATED"|"PRIVATE SECTOR"|"NC"|"NO WRAP"|"UK_OTHER HOUSING"|""|""|""|""|"Renovation"|""|""|""|""|""|""
"JB_17487000"|"MG_Office_523"|"SEGRA CHARLOTTE NOC AND EXEC (17487000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"be4f8bdc-3f8b-4ea3-bf8d-a03311332724"|"3259246707623919"|"JB_17487000"|"[MG_Office_523].[JB_17487000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"COMPLETE"|"HARD BID"|"PRIVATE SECTOR"|"NC"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|"Renovation"|""|""|""|""|""|""
"JB_17495000"|"MG_Office_523"|"7TH STREET RETAIL EARLY DEMO (17495000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"b816fb2a-7e21-432a-b040-4fc9b5bebef0"|"2678766058229274"|"JB_17495000"|"[MG_Office_523].[JB_17495000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"MIXED USE_RETAIL"|"NOT INTERNAL JOB"|"NOT INT JV"|"ACTIVE"|"HARD BID"|"PRIVATE SECTOR"|"NC"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|"Renovation"|""|""|""|""|""|""
"JB_17511000"|"MG_Office_523"|"ROBINSON BRADSHAW & HINSON LU (17511000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"f1afe9db-79b5-476e-bfc8-cb28822b5a54"|"1116450234908966"|"JB_17511000"|"[MG_Office_523].[JB_17511000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"ACTIVE"|"NEGOTIATED"|"PRIVATE SECTOR"|"NC"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|""|""|""|""|""|""|""
"JB_17515000"|"MG_Office_523"|"FIFTH THIRD BANK JAMES ISLAND (17515000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"7f551d59-31f5-45d3-b6b4-8a11e505c936"|"2404474494798673"|"JB_17515000"|"[MG_Office_523].[JB_17515000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"CM AT RISK"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"SUBSTANTIALLY COMPLETE"|"NEGOTIATED"|"PRIVATE SECTOR"|"SC"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|"Renovation"|""|""|""|""|""|""
"JB_17516000"|"MG_Office_523"|"BAC WAKE FOREST DECOM (17516000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"fe8fae51-6d7b-4f86-856b-7054f1404b90"|"2176136200996550"|"JB_17516000"|"[MG_Office_523].[JB_17516000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"COMPLETE"|"NEGOTIATED"|"PRIVATE SECTOR"|"NC"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|"Renovation"|""|""|""|""|""|""
"JB_17517000"|"MG_Office_523"|"WELLS FARGO-FM2 DECOM (17517000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"c5c6fcb1-1fb8-45c0-8712-7d570f2e560c"|"1188235188129489"|"JB_17517000"|"[MG_Office_523].[JB_17517000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"COMPLETE"|"NEGOTIATED"|"PRIVATE SECTOR"|"SC"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|"Renovation"|""|""|""|""|""|""
"JB_17518000"|"MG_Office_523"|"COLLINS AEROSPACE-MONROE (17518000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"0d56847b-8c2d-4247-bf01-78b91a7cb70f"|"1872928151785435"|"JB_17518000"|"[MG_Office_523].[JB_17518000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"INDUSTRIAL_MANUFACTURING"|"NOT INTERNAL JOB"|"NOT INT JV"|"ACTIVE"|"NEGOTIATED"|"PRIVATE SECTOR"|"NC"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|"Renovation"|""|""|""|""|""|""
"JB_17522000"|"MG_Office_523"|"CO-OP FROSE (17522000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"3878a2be-c7b6-44f6-bc6d-a37033421db7"|"2370874596806419"|"JB_17522000"|"[MG_Office_523].[JB_17522000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"HOSPITALITY"|"NOT INTERNAL JOB"|"NOT INT JV"|"COMPLETE"|"HARD BID"|"PRIVATE SECTOR"|"NC"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|""|""|""|""|""|""|""
"JB_17528000"|"MG_Office_523"|"RHINO MARKET SOUTHPARK PATIO (17528000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"cd3d0464-e3b9-4d33-9683-e9b8c4e59d0d"|"879702098526208"|"JB_17528000"|"[MG_Office_523].[JB_17528000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"MIXED USE_RETAIL"|"NOT INTERNAL JOB"|"NOT INT JV"|"SUBSTANTIALLY COMPLETE"|"NEGOTIATED"|"PRIVATE SECTOR"|"NC"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|"Renovation"|""|""|""|""|""|""
"JB_17532000"|"MG_Office_523"|"MS2 CAPITAL (17532000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"2ee33e0e-64d6-450b-b5e4-ed7a7572ef23"|"1026576202352904"|"JB_17532000"|"[MG_Office_523].[JB_17532000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"CM AT RISK"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"COMPLETE"|"NEGOTIATED"|"PRIVATE SECTOR"|"SC"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|""|""|""|""|""|""|""
"JB_17553000"|"MG_Office_523"|"AMWINS PTC L2 (17553000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"944a87b2-164b-448e-a724-d70ba915295b"|"3973849260573339"|"JB_17553000"|"[MG_Office_523].[JB_17553000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"COMPLETE"|"NEGOTIATED"|"PRIVATE SECTOR"|"NC"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|"Renovation"|""|""|""|""|""|""
"JB_17557000"|"MG_Office_523"|"AMWINS CC3 L4 (17557000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"79111ec0-e16b-4e1c-83bb-b61c24977e15"|"766324470466097"|"JB_17557000"|"[MG_Office_523].[JB_17557000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"SUBSTANTIALLY COMPLETE"|"NEGOTIATED"|"PRIVATE SECTOR"|"NC"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|"Renovation"|""|""|""|""|""|""
"JB_17560000"|"MG_Office_523"|"121 W TRADE SUITE 2175 REFRESH (17560000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"05e4afb0-170e-40aa-a8e2-40ee757cef56"|"2303467248962000"|"JB_17560000"|"[MG_Office_523].[JB_17560000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"ACTIVE"|"HARD BID"|"PRIVATE SECTOR"|"NC"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|""|""|""|""|""|""|""
"JB_17578000"|"MG_Office_523"|"CARSON STATION SPEC SUITE 320 (17578000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"eed763f9-6456-48c5-ae05-1f6e4fd4a404"|"490390917629577"|"JB_17578000"|"[MG_Office_523].[JB_17578000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"CM AT RISK"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"SUBSTANTIALLY COMPLETE"|"NEGOTIATED"|"PRIVATE SECTOR"|"NC"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|"Renovation"|""|""|""|""|""|""
"JB_17594000"|"MG_Office_523"|"BAC 401 BREEZEWAY ENCLOSURE (17594000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"a81320db-2e15-49ab-9a86-308c9363318b"|"1773439676271754"|"JB_17594000"|"[MG_Office_523].[JB_17594000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"SUBSTANTIALLY COMPLETE"|"HARD BID"|"PRIVATE SECTOR"|"NC"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|"Renovation"|""|""|""|""|""|""
"JB_17618000"|"MG_Office_523"|"STRICKLAND BROTHERS GREENVILLE (17618000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"262d261e-8a5e-4627-a190-6f3308c311cc"|"4118995329435661"|"JB_17618000"|"[MG_Office_523].[JB_17618000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"OTHER_ANCILLARY FACILITIES"|"NOT INTERNAL JOB"|"NOT INT JV"|"SUBSTANTIALLY COMPLETE"|"NEGOTIATED"|"PRIVATE SECTOR"|"SC"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|""|""|""|""|""|""|""
"JB_17621000"|"MG_Office_523"|"WELLS FARGO-LVL 4 DEC MICROPAN (17621000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"23e5a0da-2204-4cfe-95e3-e5f10add83b1"|"3510974760043637"|"JB_17621000"|"[MG_Office_523].[JB_17621000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"COST PLUS GMP"|"NOT EXT JV"|"GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"ACTIVE"|"SELECT BID"|"PRIVATE SECTOR"|"NC"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|"Renovation"|""|""|""|""|""|""
"JB_17623000"|"MG_Office_523"|"BAC CC LVL 39 & 51 RR RENO (17623000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"72de6e08-b782-4411-903a-a129bb76c140"|"2322669760366888"|"JB_17623000"|"[MG_Office_523].[JB_17623000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"COMPLETE"|"HARD BID"|"PRIVATE SECTOR"|"NC"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|"Renovation"|""|""|""|""|""|""
"JB_17637000"|"MG_Office_523"|"FIFTH THIRD BANK COLEMAN BLVD (17637000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"31693cc5-3060-415d-be57-8de0a23d9051"|"4402081745881145"|"JB_17637000"|"[MG_Office_523].[JB_17637000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"CM AT RISK"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"SUBSTANTIALLY COMPLETE"|"NEGOTIATED"|"PRIVATE SECTOR"|"SC"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|"Renovation"|""|""|""|""|""|""
"JB_17638000"|"MG_Office_523"|"VANGUARD 2WR SINGLE OCCUPAN (17638000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"84ed68da-11d5-481f-83c1-ec7bf8290889"|"1614003332861900"|"JB_17638000"|"[MG_Office_523].[JB_17638000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"ACTIVE"|"NEGOTIATED"|"PRIVATE SECTOR"|"NC"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|"Renovation"|""|""|""|""|""|""
"JB_17640000"|"MG_Office_523"|"VANGUARD 1NF2NF1WR OFFICE LOCK (17640000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"eea650e1-c363-4359-8bab-198961176765"|"1497848631544862"|"JB_17640000"|"[MG_Office_523].[JB_17640000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"COMPLETE"|"NEGOTIATED"|"PRIVATE SECTOR"|"NC"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|"Renovation"|""|""|""|""|""|""
"JB_17673000"|"MG_Office_523"|"GATEWAY VILLAGE PARK DECK-FIRE (17673000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"fbaf149b-0070-4fc5-89bb-208d38e32461"|"3084165265441444"|"JB_17673000"|"[MG_Office_523].[JB_17673000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"ACTIVE"|"HARD BID"|"PRIVATE SECTOR"|"NC"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|"Renovation"|""|""|""|""|""|""
"JB_17674000"|"MG_Office_523"|"CMCO (17674000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"none"|""|""|""|"false"|"true"|"e0bebe8b-f094-46d9-9564-54614b6ef9ba"|"8825604621114"|"JB_17674000"|"[MG_Office_523].[JB_17674000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"GENERAL CONTRACTOR"|"LUMP SUM"|"NOT EXT JV"|"NOT GREENBUILDER"|"OFFICE_CORPORATE"|"NOT INTERNAL JOB"|"NOT INT JV"|"SUBSTANTIALLY COMPLETE"|"NEGOTIATED"|"PRIVATE SECTOR"|"NC"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|"Renovation"|""|""|""|""|""|""
